#TotalCluster#:1020 TotalAtom#:1194
#c1:Index
#c2:Cluster#
#c3:Atom#
#c4:ClusterProportion
#c5:AtomProportion
#c6:Spread_index
0 873 873 0.855882 0.731156 1.000000
1 127 254 0.124510 0.212730 0.500000
2 20 67 0.019608 0.056114 0.298507
