#TotalCluster#:1002 TotalAtom#:1182
#c1:Index
#c2:Cluster#
#c3:Atom#
#c4:ClusterProportion
#c5:AtomProportion
#c6:Spread_index
0 863 863 0.861277 0.730118 1.000000
1 110 220 0.109780 0.186125 0.500000
2 29 99 0.028942 0.083756 0.292929
